2.0957	-7.994	-7.663	3.1481	1.3139	7.6076	-7.8729	-10.9601	-11.5648	-4.1222	0
-1.645	-5.6637	-8.8427	8.6288	-6.068	6.2916	-10.5417	-8.6912	-12.9677	-3.4908	0
3.7079	-8.8502	-6.301	-0.5441	1.4937	3.863	-11.8058	-8.0381	-10.6934	-0.4258	0
2.5114	-4.7697	-8.319	9.6326	2.0167	4.9737	-6.5012	-9.4375	-7.1766	-4.3931	0
-0.8186	-9.8579	-4.0814	4.6222	1.9509	9.1935	-8.5506	-8.6261	-9.1904	-4.677	0
-2.5853	-5.1337	-3.7829	-1.3783	0.3511	6.9726	-7.8354	-9.233	-11.5463	-5.6377	0
1.8643	-9.1196	-2.1084	0.0274	3.7441	9.4807	-10.5307	-9.7926	-11.9412	-5.1141	0
-2.0643	-7.6252	-5.9688	3.5758	4.6584	11.6758	-9.2279	-14.0164	-8.4812	-3.4702	0
-0.9429	-7.7572	-4.5498	1.8048	0.7112	5.8583	-10.6711	-7.7541	-13.054	-3.0358	0
3.7098	-5.4124	-8.6395	3.7663	0.3435	6.1857	-13.6362	-8.8799	-10.1399	-3.2268	0
2.9208	-4.6574	-5.0539	8.2071	1.4133	7.4034	-12.0071	-11.9114	-8.7104	-0.0161	0
-0.7205	-12.4114	-4.9238	2.1875	1.0627	7.3	-8.9255	-5.8506	-12.0226	-5.3254	0
-3.437	-5.9247	-4.7244	4.6882	-0.8959	6.3351	-9.4502	-9.4382	-10.1632	-2.3056	0
-4.273	-5.9186	-4.3337	3.6581	-0.4851	9.2135	-7.703	-10.1159	-10.1415	-4.911	0
1.2008	-7.2743	-2.5289	3.4624	0.1901	4.6449	-10.9033	-10.432	-9.3531	-3.6041	0
3.2363	-4.1758	-4.4254	4.9546	1.4624	2.3497	-7.262	-7.9328	-11.1825	-5.5824	0
3.703	-7.2847	-6.8112	5.5341	0.5419	5.9645	-12.4389	-9.5295	-14.0783	-2.9821	0
3.7772	-9.9475	-3.6478	3.3712	-1.0401	11.4764	-12.4614	-10.4363	-8.2896	-3.5363	0
3.1582	-9.115	-9.3972	4.8776	2.1676	7.0085	-11.769	-10.1295	-8.7614	-2.517	0
2.936	-7.553	-9.3746	6.1469	-2.3727	5.9116	-11.9157	-11.6045	-9.967	-4.1814	0
-0.5392	-5.8659	-6.8619	6.7694	0.4376	9.9054	-9.9726	-12.8023	-5.6658	-4.1883	0
1.743	-8.8825	-4.9184	2.1343	2.3768	6.4044	-13.2584	-5.4994	-10.0804	-4.9503	0
-1.7526	-10.3391	-5.2592	3.3809	3.9272	4.5101	-8.7965	-7.3275	-10.5908	-1.6334	0
3.5974	-8.3186	-4.286	1.6589	0.4654	7.2925	-11.8226	-7.7775	-9.8801	-1.3327	0
2.5666	-10.3436	-6.7833	4.6609	-1.55	6.4767	-9.2013	-13.5836	-9.0712	-2.8017	0
1.9799	-7.1826	-3.891	5.8616	5.0339	9.6825	-8.0859	-8.7633	-7.7985	-2.6597	0
0.4001	-10.8966	-3.9924	6.2421	3.0272	3.2478	-7.8193	-5.1703	-9.311	-6.2878	0
2.6232	-7.9473	-5.5642	5.8711	1.8787	3.5969	-11.1081	-11.5935	-7.628	-4.7444	0
-0.405	-7.75	-4.9006	3.266	-0.2667	3.5778	-7.9933	-7.663	-11.6217	-3.0251	0
-3.4438	-6.4807	1.2161	1.3368	2.7332	7.6343	-7.3322	-8.5264	-10.4777	-3.0727	0
1.6657	-6.0	-5.1191	7.133	-1.3442	8.7366	-13.5971	-12.5626	-12.0347	-5.2644	0
-1.7879	-8.5832	-2.5916	0.2971	0.7995	8.2709	-6.8403	-7.8131	-12.3076	-2.7429	0
1.7037	-9.0192	-5.7114	7.0351	1.7439	2.1743	-12.6542	-12.4001	-7.3272	-7.1543	0
3.7041	-7.4514	-4.7034	6.1541	-3.613	6.3132	-11.9724	-9.6426	-7.6833	-2.6158	0
2.5803	-6.2724	-6.3783	6.531	2.8449	5.7228	-13.5994	-11.713	-8.9966	-4.3481	0
0.9648	-9.5949	0.5098	8.7937	-0.6883	9.6449	-12.3234	-12.3485	-9.5989	-4.1022	0
1.2312	-6.613	-7.5366	5.1197	1.4161	9.322	-11.1133	-13.2644	-7.1362	-8.1862	0
6.2455	-6.2004	-1.4504	3.6077	0.1029	3.4553	-7.4588	-8.2188	-10.1186	-7.1639	0
3.4089	-7.0131	-2.2249	8.2562	0.9151	4.7324	-11.9459	-12.8319	-11.4682	-3.1321	0
2.9906	-6.9679	-5.6931	-0.9223	1.0275	9.0599	-5.469	-8.8924	-11.6991	-2.3626	0
3.632	-6.4158	-6.687	9.5377	-2.1474	6.1905	-11.1067	-8.2296	-11.7321	-0.4637	0
5.322	-7.1892	-6.5844	2.9805	1.6892	8.6743	-8.9176	-8.8958	-10.1716	-6.5818	0
-0.8047	-6.5976	-5.1609	4.432	2.4719	7.4514	-10.5978	-6.7022	-7.6837	-7.4551	0
3.7111	-7.1588	-7.3119	2.3154	0.9766	6.8996	-5.4577	-9.706	-8.0156	-1.8654	0
-0.8148	-6.939	-1.148	0.4462	0.9483	8.3647	-6.1493	-10.8546	-8.3615	-2.8402	0
0.6096	-9.9363	-7.01	3.1511	3.1246	4.3054	-7.7106	-7.6405	-9.1494	-2.1959	0
-0.1621	-7.7392	-6.8486	4.8119	1.3071	6.0948	-13.4129	-9.4207	-6.94	-3.7726	0
1.4382	-10.9474	-3.0025	3.8108	3.9301	8.4062	-10.3727	-8.166	-11.591	-0.5049	0
0.5631	-7.2253	-3.6482	5.5627	-2.2245	6.4564	-5.7331	-8.3775	-10.7173	-7.3712	0
0.6199	-5.1769	-7.517	4.9168	3.7607	4.949	-8.6322	-7.0744	-6.722	-4.1012	0
1.836	-8.1416	-3.7595	3.144	3.2021	3.1626	-10.166	-7.8507	-10.9114	-7.1428	0
4.0585	-9.2564	-4.8981	10.536	0.0128	3.6793	-15.6621	-10.6126	-8.8796	-7.1309	0
0.1862	-4.7332	-9.5129	6.6652	3.0042	5.5019	-8.5987	-8.7991	-8.7471	-6.4962	0
-3.6774	-10.6376	-1.2984	2.3103	2.9684	2.5677	-12.276	-9.9746	-8.1983	-0.7731	0
1.1789	-9.0993	-1.9764	6.0546	-1.1465	3.9034	-7.9403	-8.5983	-11.3207	-4.5264	0
0.8936	-4.5629	-5.4072	3.2682	-0.6604	6.8939	-8.901	-12.4302	-8.9244	-5.091	0
3.1527	-9.9509	-3.5226	1.996	0.1517	8.0892	-10.1137	-6.6805	-8.9583	-4.1892	0
1.7038	-8.0828	-7.1849	6.2651	-1.0629	9.2209	-9.5179	-7.7377	-10.9337	-3.907	0
0.5753	-7.4128	-2.85	0.5425	2.1089	7.7424	-8.1653	-9.0525	-9.5545	-1.6281	0
-2.2941	-6.2357	-2.8697	4.3606	0.631	9.3691	-11.1761	-10.0864	-8.1027	-4.862	0
