1317.2658	1315.221	1312.7706	1309.8343	1306.3156	1302.0991	1297.0464	1290.9916	1283.7361	1275.0417	1264.6229	1252.1379	1237.1769	1219.2488	1197.7652	1172.0209	1141.1711	1104.203	1059.9035	1006.8185	943.2056	866.977	943.2056	1006.8185	1059.9035	1104.203	1141.1711	1172.0209	1197.7652	1219.2488	1237.1769	1252.1379	1264.6229	1275.0417	1283.7361	1290.9916	1297.0464	1302.0991	1306.3156	1309.8343	1312.7706	1315.221	1317.2658	1318.9722	1320.3962	1321.5846	1322.5762	1323.4038	1324.0944	1324.6707	1325.1516	1325.5529	1325.8878	1326.1673	1326.4005	1326.5952	1326.7576	1326.8931	1327.0062	1327.1006	1327.1794	1327.2451	1327.3	1327.3458	1327.384	1327.4158	1327.4424	1327.4646	1327.4832	1327.4986	1327.5115	1327.5223	1327.5313	1327.5388	1327.545	1327.5502	1327.5546	1327.5582	1327.5613	1327.5638	1327.5659	1327.5677	1327.5691	1327.5704	1327.5714	1327.5723	1327.573	1327.5736	1327.5741	1327.5745	1327.5748	1327.5751	1327.5754	1327.5756	1327.5757	1327.5759	1327.576	1327.5761	1327.5762	1327.5762	0
7329.9676	7379.9074	7441.7992	7518.5034	7613.565	7731.3775	7877.3857	8058.3377	8282.5965	8560.5265	8904.9728	9331.8546	9860.9009	10516.5625	9860.9009	9331.8546	8904.9728	8560.5265	8282.5965	8058.3377	7877.3857	7731.3775	7613.565	7518.5034	7441.7992	7379.9074	7329.9676	7289.6717	7257.1574	7230.9219	7209.7528	7192.6717	7178.8891	7167.7681	7158.7946	7151.5541	7145.7118	7140.9976	7137.1939	7134.1246	7131.6481	7129.6498	7128.0375	7126.7364	7125.6867	7124.8396	7124.1561	7123.6046	7123.1596	7122.8006	7122.5109	7122.2771	7122.0885	7121.9363	7121.8134	7121.7143	7121.6344	7121.5699	7121.5178	7121.4758	7121.4419	7121.4146	7121.3925	7121.3747	7121.3603	7121.3487	7121.3394	7121.3318	7121.3257	7121.3208	7121.3169	7121.3137	7121.3111	7121.309	7121.3073	7121.306	7121.3049	7121.304	7121.3033	7121.3027	7121.3022	7121.3019	7121.3016	7121.3013	7121.3011	7121.301	7121.3008	7121.3007	7121.3006	7121.3006	7121.3005	7121.3005	7121.3004	7121.3004	7121.3004	7121.3004	7121.3004	7121.3003	7121.3003	7121.3003	1
809.4214	809.7801	810.2072	810.7157	811.321	812.0417	812.8998	813.9215	815.1378	816.5859	818.31	820.3627	822.8065	825.7161	829.1802	833.3045	838.2148	844.0609	851.0211	859.3077	869.1737	880.9198	894.9045	911.5543	931.3772	954.9779	983.0764	1016.5298	1056.3586	1103.778	1056.3586	1016.5298	983.0764	954.9779	931.3772	911.5543	894.9045	880.9198	869.1737	859.3077	851.0211	844.0609	838.2148	833.3045	829.1802	825.7161	822.8065	820.3627	818.31	816.5859	815.1378	813.9215	812.8998	812.0417	811.321	810.7157	810.2072	809.7801	809.4214	809.1201	808.8671	808.6545	808.476	808.326	808.2001	808.0943	808.0054	807.9308	807.8681	807.8155	807.7712	807.7341	807.7029	807.6767	807.6547	807.6362	807.6207	807.6076	807.5967	807.5875	807.5797	807.5732	807.5678	807.5632	807.5594	807.5561	807.5534	807.5511	807.5492	807.5476	807.5463	807.5451	807.5442	807.5434	807.5427	807.5421	807.5417	807.5413	807.5409	807.5407	1
45334.2089	45334.2136	45334.2191	45334.2255	45334.233	45334.2419	45334.2523	45334.2645	45334.2788	45334.2955	45334.3152	45334.3382	45334.3652	45334.3969	45334.4341	45334.4776	45334.5287	45334.5887	45334.6589	45334.7413	45334.838	45334.9513	45335.0842	45335.2401	45335.4229	45335.6372	45335.8886	45336.1834	45336.529	45336.9344	45337.4098	45337.9674	45338.6212	45339.3879	45340.287	45341.3414	45342.5779	45344.028	45345.7285	45347.7227	45350.0613	45352.8039	45356.02	45359.7916	45364.2147	45369.4016	45375.4843	45382.6175	45390.9827	45400.7926	45412.2968	45425.7878	45441.6088	45460.1622	45481.9199	45507.4353	45537.3574	45572.4473	45613.5974	45661.8545	45718.4459	45784.811	45862.6378	45953.9059	46060.9367	46186.4524	46333.6455	46506.26	46708.6862	46946.0728	47224.4577	47550.9217	47933.7684	48382.7353	48909.242	49526.6802	50250.7542	51099.881	52095.658	53263.4127	54632.8468	56238.792	54632.8468	53263.4127	52095.658	51099.881	50250.7542	49526.6802	48909.242	48382.7353	47933.7684	47550.9217	47224.4577	46946.0728	46708.6862	46506.26	46333.6455	46186.4524	46060.9367	45953.9059	1
1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8104	1.8103	1.8103	1.8103	1.8103	1.8103	1.8103	1.8103	1.8103	1.8103	1.8103	1.8102	1.8102	1.8102	1.8101	1.81	1.8099	1.8098	1.8096	1.8094	1.8091	1.8088	1.8083	1.8077	1.807	1.806	1.8047	1.8031	1.801	1.7983	1.7948	1.7903	1.7844	1.7769	1.7672	1.7547	1.7385	1.7177	1.6907	1.656	1.6112	1.656	1.6907	1.7177	1.7385	1.7547	1.7672	1.7769	1.7844	1.7903	1.7948	1.7983	1.801	1.8031	1.8047	1.806	1.807	1.8077	0
2.0735	2.0735	2.0736	2.0736	2.0737	2.0737	2.0738	2.0739	2.074	2.0741	2.0742	2.0744	2.0746	2.0748	2.0751	2.0754	2.0758	2.0762	2.0767	2.0774	2.0781	2.079	2.08	2.0813	2.0827	2.0845	2.0865	2.0889	2.0918	2.0952	2.0993	2.1041	2.1098	2.1165	2.1245	2.1339	2.1451	2.1584	2.1741	2.1928	2.2149	2.2411	2.2721	2.3088	2.3524	2.404	2.4651	2.5376	2.6235	2.7252	2.8458	2.9887	2.8458	2.7252	2.6235	2.5376	2.4651	2.404	2.3524	2.3088	2.2721	2.2411	2.2149	2.1928	2.1741	2.1584	2.1451	2.1339	2.1245	2.1165	2.1098	2.1041	2.0993	2.0952	2.0918	2.0889	2.0865	2.0845	2.0827	2.0813	2.08	2.079	2.0781	2.0774	2.0767	2.0762	2.0758	2.0754	2.0751	2.0748	2.0746	2.0744	2.0742	2.0741	2.074	2.0739	2.0738	2.0737	2.0737	2.0736	1
382.1351	382.1351	382.1351	382.1351	382.1351	382.1351	382.1351	382.1351	382.1351	382.1352	382.1352	382.1352	382.1352	382.1353	382.1353	382.1353	382.1354	382.1355	382.1356	382.1357	382.1358	382.136	382.1362	382.1364	382.1367	382.1371	382.1376	382.1382	382.139	382.1399	382.141	382.1424	382.1442	382.1464	382.149	382.1524	382.1565	382.1616	382.1679	382.1757	382.1853	382.1973	382.2121	382.2305	382.2532	382.2813	382.3162	382.3593	382.4127	382.4788	382.5607	382.6621	382.7876	382.9431	383.1356	383.3739	383.669	384.0345	384.4869	385.0472	385.7409	386.5999	387.6635	388.9805	390.6113	392.6305	395.1308	398.2266	402.06	406.8066	412.6839	419.9613	428.9724	440.1301	453.9458	471.0527	492.235	518.4633	492.235	471.0527	453.9458	440.1301	428.9724	419.9613	412.6839	406.8066	402.06	398.2266	395.1308	392.6305	390.6113	388.9805	387.6635	386.5999	385.7409	385.0472	384.4869	384.0345	383.669	383.3739	1
1400.1896	1403.0998	1406.539	1410.6035	1415.4068	1421.0832	1427.7917	1435.7196	1445.0887	1456.161	1469.2461	1484.71	1502.985	1524.5822	1550.1056	1580.2687	1615.9152	1658.0418	1707.8266	1658.0418	1615.9152	1580.2687	1550.1056	1524.5822	1502.985	1484.71	1469.2461	1456.161	1445.0887	1435.7196	1427.7917	1421.0832	1415.4068	1410.6035	1406.539	1403.0998	1400.1896	1397.7271	1395.6434	1393.8802	1392.3882	1391.1257	1390.0575	1389.1535	1388.3886	1387.7414	1387.1937	1386.7303	1386.3381	1386.0063	1385.7255	1385.4879	1385.2869	1385.1168	1384.9728	1384.851	1384.748	1384.6607	1384.5869	1384.5245	1384.4717	1384.427	1384.3891	1384.3571	1384.33	1384.3071	1384.2877	1384.2713	1384.2574	1384.2456	1384.2357	1384.2273	1384.2202	1384.2141	1384.209	1384.2047	1384.2011	1384.198	1384.1954	1384.1932	1384.1913	1384.1897	1384.1884	1384.1872	1384.1863	1384.1855	1384.1848	1384.1842	1384.1837	1384.1833	1384.1829	1384.1826	1384.1824	1384.1822	1384.182	1384.1818	1384.1817	1384.1816	1384.1815	1384.1814	1
686.1696	686.2652	686.3876	686.5441	686.7443	687.0003	687.3279	687.7468	688.2828	688.9683	689.8452	690.9669	692.4016	694.2369	696.5845	699.5875	703.4286	708.3421	714.627	722.6664	732.95	746.1042	762.9302	746.1042	732.95	722.6664	714.627	708.3421	703.4286	699.5875	696.5845	694.2369	692.4016	690.9669	689.8452	688.9683	688.2828	687.7468	687.3279	687.0003	686.7443	686.5441	686.3876	686.2652	686.1696	686.0948	686.0364	685.9907	685.9549	685.927	685.9052	685.8881	685.8748	685.8643	685.8562	685.8498	685.8448	685.8409	685.8379	685.8355	685.8336	685.8322	685.831	685.8301	685.8295	685.8289	685.8285	685.8282	685.8279	685.8277	685.8275	685.8274	685.8273	685.8272	685.8272	685.8271	685.8271	685.8271	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	685.827	1
6102.3383	6102.3432	6102.3491	6102.3563	6102.365	6102.3756	6102.3883	6102.4038	6102.4225	6102.4452	6102.4726	6102.5058	6102.5461	6102.5948	6102.6537	6102.7251	6102.8116	6102.9162	6103.0429	6103.1964	6103.3821	6103.607	6103.8793	6104.209	6104.6082	6105.0915	6105.6767	6106.3852	6107.243	6108.2816	6109.5391	6111.0616	6112.905	6115.1369	6117.8392	6121.111	6125.0724	6129.8686	6135.6757	6142.7066	6151.2194	6161.5262	6174.0053	6189.1144	6207.4079	6229.5568	6256.3737	6288.8423	6328.154	6375.7507	6433.3788	6503.1522	6587.6308	6689.9137	6813.7533	6963.6926	7145.2326	7365.033	7631.1575	7953.3692	7631.1575	7365.033	7145.2326	6963.6926	6813.7533	6689.9137	6587.6308	6503.1522	6433.3788	6375.7507	6328.154	6288.8423	6256.3737	6229.5568	6207.4079	6189.1144	6174.0053	6161.5262	6151.2194	6142.7066	6135.6757	6129.8686	6125.0724	6121.111	6117.8392	6115.1369	6112.905	6111.0616	6109.5391	6108.2816	6107.243	6106.3852	6105.6767	6105.0915	6104.6082	6104.209	6103.8793	6103.607	6103.3821	6103.1964	1
