-9.1198	-4.8021	-3.5772	-3.0023	10.2356	11.0503	2.8602	11.5315	3.5102	-4.8711	0
-7.765	-4.0178	-7.3462	-0.4537	9.5742	8.835	-1.2752	7.2584	-3.1603	-7.1071	0
-3.6881	-5.4136	-2.5788	-0.1696	3.8585	9.3136	6.77	14.8259	3.0412	-9.5546	0
-10.064	-0.9719	-1.9756	-3.9128	10.9091	10.2512	3.6608	4.3988	2.7094	9.896	0
-15.2053	-2.0051	-0.4411	-2.2216	11.4316	7.4398	4.9823	9.4206	8.5174	4.5442	0
-9.3394	-3.6509	-2.8246	1.2562	10.4685	7.9379	2.4612	0.9279	5.4084	2.2807	0
-13.6536	-5.0087	-3.6028	-3.1045	6.6975	7.2964	6.1732	5.3909	-1.2551	-5.0527	0
-10.9551	-2.7192	-5.2698	0.301	9.6274	9.7205	5.6304	13.2975	-5.8463	-3.6701	0
-9.409	-6.3742	-3.9963	-0.1414	6.3368	5.7861	0.3696	9.8158	-0.66	-13.2583	0
-6.6026	-5.3487	-7.3088	-2.2813	8.1908	8.1736	9.4325	3.1677	-6.0761	-10.0034	0
-9.0239	-3.8301	-2.4015	-1.3014	9.5741	11.2107	2.2803	22.9689	-3.2827	-4.8996	0
-7.2421	-3.8132	-2.2688	-8.3229	7.8169	7.4149	1.6024	-1.1738	0.0796	-1.0764	0
-6.6251	-2.936	-5.3043	-3.6085	2.6111	8.4446	9.3793	2.3574	0.5838	-12.6333	0
-10.9077	-2.5981	-2.3059	0.4881	6.448	8.3368	5.1248	9.7476	-4.8778	-12.5722	0
-5.9795	-1.2687	-4.8736	1.9264	11.7224	5.3025	3.3128	13.8733	7.7618	-0.1549	0
-7.9316	-4.263	-2.5609	-1.6448	5.5241	9.5919	1.6582	12.0686	-6.0719	-3.8988	0
-8.4331	-4.0584	-2.917	2.1067	10.0109	7.9237	2.0541	8.4679	-2.1	-7.7828	0
-4.3496	-0.1328	-4.3482	-3.3431	6.0601	8.3304	6.5295	8.0287	9.7615	6.32	0
-3.7166	-5.126	-3.2512	-5.2961	11.1828	9.2306	2.506	20.7165	1.5073	7.2749	0
-5.3721	-4.06	-3.8023	-8.9265	7.2514	8.1336	8.5527	5.0374	-1.1412	-4.6461	0
-9.1441	-1.9986	-3.8578	4.0839	10.8094	7.7022	4.5098	21.9488	-3.385	-10.3675	0
-6.0486	-2.8456	-2.932	0.7645	6.0662	8.6326	-3.2914	-3.2586	-6.2718	-13.1275	0
-12.8896	-4.8341	-2.3222	-0.5519	10.9443	6.0306	3.6686	7.9358	11.1486	-3.0919	0
-7.3953	-0.9695	-2.762	0.081	12.5545	8.0535	1.1369	16.426	-4.4061	-2.1756	0
-10.1729	-4.8617	-2.3215	-0.4423	7.8807	8.4506	-0.2443	21.1043	1.3327	-5.273	0
-6.388	-2.3388	-6.0462	-2.0002	7.9381	7.7989	7.1809	6.0528	-0.3646	-4.3887	0
-6.2558	0.3792	-6.1947	0.8479	10.317	5.4768	2.4924	-1.0932	-4.8979	-8.9656	0
-8.5917	-4.8738	-3.2967	-2.3175	11.1724	7.5574	-1.6804	6.3384	0.0146	-6.3618	0
-9.5067	-4.0489	-3.3152	0.6474	6.2217	7.2624	2.2097	10.3654	-3.8644	-5.8545	0
-8.0285	-3.7809	-2.9465	-6.9503	5.5492	10.2037	-1.89	3.3353	-5.131	4.6256	0
-7.732	0.1871	-3.351	0.1798	8.194	7.3018	12.9966	0.2	0.1332	-0.8805	0
-18.1263	-5.644	-0.7546	-1.3942	6.7027	7.6358	5.7128	4.7704	1.9642	-2.6279	0
-10.2805	-1.4574	-3.2634	1.5757	8.8211	8.9962	8.8148	8.5561	0.2932	-4.0557	0
-7.2526	-0.2848	-3.078	-5.7982	7.8067	9.6638	5.9551	14.2979	7.5568	-8.5868	0
-10.9661	-3.9332	-5.8009	0.4937	11.1823	6.9943	8.8549	9.8088	4.8776	-7.8431	0
-12.3504	-2.1734	-2.5712	-3.7867	8.9826	4.7144	7.3834	14.7173	2.3	1.223	0
-13.4576	-1.9419	-1.5041	-0.8242	6.8142	8.3323	-0.8694	8.3245	-9.7641	0.3847	0
-9.2956	-3.8623	-2.4228	-7.6857	10.3056	9.4759	9.6125	11.1086	-5.4613	-0.1157	0
-7.897	-7.396	-7.5831	2.537	6.1345	11.1717	5.716	2.8433	2.1316	-6.2286	0
-12.3007	-4.9794	-3.9504	-1.7174	7.6464	8.9788	8.5787	11.7289	0.7692	-9.875	0
-9.8608	-3.3043	-5.4299	-2.2801	9.3586	8.8562	0.0469	9.5854	2.8257	-9.1359	0
-5.1296	-1.7098	-3.4606	1.1861	9.1595	8.4432	8.7451	7.315	6.2243	-7.4578	0
-11.009	-3.6158	-1.4571	0.9861	7.3617	9.421	8.409	10.8716	9.0308	6.977	0
-15.579	-3.1341	-1.5321	-1.8906	7.495	7.7617	9.6731	6.8559	-5.6118	2.2682	0
-5.964	-2.2638	-1.4147	5.5885	5.0628	7.7331	7.9474	3.3669	5.2607	3.7538	0
-5.5761	-2.9932	-3.9328	-2.673	7.3672	10.1558	8.8939	16.2972	-2.8939	-0.8615	0
-8.4562	-0.9262	-1.9986	-2.9172	8.089	7.2538	3.7768	6.4623	8.7954	15.0298	0
