-0.081	0.0516	-0.0384	-0.059	-0.1083	-0.1859	-0.0423	0.2952	0.1143	0.0521	-0.0969	-0.1613	0.0363	0.0956	0.0959	-0.0432	-0.1349	-0.0401	0.1123	0.0718	0.1082	0.0681	-0.0938	0.0124	0.087	-0.1157	-0.0826	-0.0832	0.0035	-0.0119	0.0781	-0.0971	0.0597	-0.1639	0.0646	-0.008	0.1366	-0.0569	0.1175	-0.1546	0.0387	-0.0572	0.1701	-0.0604	-0.0459	-0.0312	-0.1522	-0.1438	0.1581	0.1404	0
-0.0009	0.0212	-0.0134	-0.0231	-0.0257	-0.0093	-0.006	0.0557	0.0656	0.0231	-0.0183	-0.0487	0.0131	-0.0038	0.0374	-0.0296	-0.0491	-0.0189	0.02	0.0139	0.031	-0.0017	-0.0269	0.0514	0.0137	-0.005	0.0183	-0.0384	0.038	0.0013	0.0316	-0.0065	-0.0325	0.0069	-0.0094	-0.0333	0.0356	0.0279	0.013	-0.04	0.0116	0.0227	-0.0052	-0.014	-0.0092	-0.0344	-0.0748	-0.02	-0.0062	0.0867	0
-0.0045	0.022	-0.0207	-0.0177	-0.0332	-0.0307	-0.0066	0.0838	0.0757	0.0295	-0.0225	-0.0572	0.0177	0.006	0.0407	-0.0335	-0.0645	-0.0195	0.0247	0.0202	0.0405	0.005	-0.0303	0.0502	0.0161	-0.0251	0.002	-0.0419	0.0288	0.0059	0.0404	-0.0143	-0.019	-0.0065	0.0002	-0.0351	0.0361	0.0293	0.0238	-0.0539	0.0134	0.0078	0.0128	-0.0166	-0.0171	-0.0315	-0.0774	-0.0321	0.0114	0.0941	0
-0.0333	0.0344	-0.0294	-0.0345	-0.056	-0.0911	-0.0207	0.1586	0.0846	0.0465	-0.0553	-0.092	0.0233	0.0417	0.0572	-0.0415	-0.0858	-0.025	0.0598	0.0308	0.0642	0.0361	-0.054	0.0335	0.0342	-0.0471	-0.017	-0.0478	0.0214	-0.0053	0.0559	-0.0468	0.0003	-0.0639	0.025	-0.0195	0.0662	-0.0014	0.0587	-0.0894	0.028	-0.014	0.0685	-0.0414	-0.0153	-0.0331	-0.0945	-0.0747	0.0596	0.1032	0
-0.0099	0.0195	-0.0191	-0.0192	-0.0377	-0.0408	-0.0135	0.1007	0.0717	0.0307	-0.0316	-0.0664	0.0176	0.0084	0.0413	-0.0408	-0.0596	-0.0224	0.0354	0.0207	0.0442	0.0048	-0.03	0.048	0.0222	-0.0271	-0.0021	-0.0446	0.031	-0.0043	0.0397	-0.0237	-0.0142	-0.018	0.0086	-0.0278	0.0447	0.0147	0.0288	-0.0546	0.0174	0.0047	0.0237	-0.0264	-0.0186	-0.0268	-0.0872	-0.0399	0.0206	0.0942	0
-0.1191	0.0743	-0.0503	-0.0745	-0.1306	-0.2564	-0.0674	0.3714	0.1313	0.0641	-0.1198	-0.1977	0.0623	0.1326	0.1097	-0.0575	-0.1636	-0.0447	0.1412	0.0842	0.1415	0.0873	-0.1128	-0.0051	0.1069	-0.1502	-0.1039	-0.0952	-0.0042	-0.0159	0.1054	-0.1304	0.0905	-0.2298	0.0909	0.0027	0.1749	-0.0792	0.1521	-0.2055	0.0563	-0.0804	0.2281	-0.0881	-0.066	-0.036	-0.1819	-0.1825	0.2037	0.1694	0
0.0234	0.0105	-0.008	-0.0168	-0.0053	0.0294	0.0144	0.0156	0.0518	0.024	-0.0061	-0.0217	0.0038	-0.0197	0.0252	-0.0387	-0.0245	-0.0136	0.0136	0.0007	0.0134	-0.0121	-0.015	0.0607	-0.0035	0.0114	0.025	-0.0251	0.0393	0.0054	0.0301	0.0064	-0.0455	0.0479	-0.0281	-0.0396	-0.0019	0.0425	-0.017	-0.021	0.001	0.0178	-0.0365	-0.0069	0.0045	-0.0349	-0.0587	0.0167	-0.0427	0.0711	0
-0.0204	0.037	-0.0371	-0.0478	-0.0791	-0.092	-0.039	0.1862	0.0922	0.0513	-0.0559	-0.112	0.021	0.0368	0.0728	-0.0409	-0.0803	-0.0459	0.07	0.0319	0.0841	0.025	-0.0461	0.0222	0.0568	-0.0629	-0.0275	-0.0598	0.0087	-0.0091	0.0405	-0.0564	0.0235	-0.0655	0.0381	-0.0466	0.0974	0.0058	0.0497	-0.116	0.0276	-0.0222	0.0884	-0.0386	-0.0187	-0.0395	-0.1196	-0.0585	0.0852	0.1196	0
0.0032	0.0039	-0.0088	-0.0127	-0.0064	0.0054	-0.012	0.0402	0.0678	0.0106	-0.0158	-0.0245	0.0134	-0.0067	0.0443	-0.0388	-0.048	-0.0029	0.0174	-0.0012	0.0239	0.0105	-0.0379	0.0556	0.0047	-0.0005	0.0102	-0.0578	0.0302	0.0131	0.0222	0.0041	-0.0579	0.037	-0.0119	-0.0228	0.0186	0.026	-0.0006	-0.0278	0.0165	0.0234	-0.0132	0.0039	-0.0081	-0.0126	-0.0579	-0.0128	0.0017	0.0869	0
-0.0089	0.0406	-0.0089	-0.0141	-0.0304	-0.0517	-0.0069	0.1218	0.0755	0.0162	-0.0343	-0.0748	0.0177	0.0111	0.0415	-0.0529	-0.0599	-0.0292	0.0389	0.0225	0.0266	0.031	-0.0495	0.0365	0.0228	-0.0356	-0.0166	-0.0562	0.0098	0.0017	0.0526	-0.0461	-0.0118	-0.0312	0.0032	-0.0337	0.0471	0.0081	0.0311	-0.0795	0.0082	-0.0055	0.0334	-0.0124	-0.0086	-0.0432	-0.0993	-0.0487	0.0273	0.0866	0
-0.0004	0.0342	-0.0217	-0.0249	-0.0418	-0.0441	-0.012	0.1093	0.069	0.0255	-0.0322	-0.0669	0.0177	0.0103	0.0541	-0.0266	-0.0603	-0.0207	0.0347	0.0189	0.0373	0.0019	-0.0461	0.0547	0.0221	-0.0239	0.0045	-0.0368	0.0368	-0.0059	0.0453	-0.0224	-0.025	-0.0128	0.0137	-0.0229	0.0446	0.0233	0.028	-0.0582	0.0191	0.0032	0.0165	-0.0325	-0.01	-0.0239	-0.0821	-0.0434	0.0194	0.0853	0
-0.0518	0.0303	-0.0481	-0.0418	-0.054	-0.1073	-0.0384	0.2072	0.0544	0.0303	-0.0579	-0.1128	0.0139	0.0575	0.0855	-0.0327	-0.0873	-0.0309	0.0717	0.0606	0.074	0.0474	-0.057	0.0471	0.0537	-0.0483	-0.0302	-0.0415	0.0126	-0.0193	0.0601	-0.0585	0.0078	-0.0583	0.026	-0.0155	0.0979	-0.014	0.056	-0.096	0.0511	-0.0211	0.0922	-0.065	-0.0375	-0.031	-0.1221	-0.0832	0.0803	0.1156	0
-0.059	0.051	-0.0341	-0.0411	-0.0839	-0.1438	-0.0438	0.2257	0.0958	0.0496	-0.0706	-0.1224	0.0371	0.0675	0.0709	-0.0459	-0.1107	-0.0262	0.0868	0.0437	0.09	0.048	-0.0712	0.0205	0.068	-0.0807	-0.0458	-0.0691	0.0147	-0.0056	0.0729	-0.0739	0.0374	-0.1131	0.048	-0.0088	0.1057	-0.0298	0.0814	-0.1351	0.0366	-0.042	0.1185	-0.0485	-0.04	-0.0344	-0.1301	-0.1079	0.1058	0.1266	0
-0.0538	0.043	-0.0372	-0.0456	-0.0852	-0.1502	-0.0401	0.2209	0.0986	0.0425	-0.0767	-0.1322	0.0441	0.0638	0.0761	-0.0474	-0.106	-0.0369	0.0815	0.0473	0.0883	0.0422	-0.064	0.0234	0.0668	-0.0766	-0.0452	-0.0678	0.02	-0.0115	0.0743	-0.0794	0.0269	-0.1178	0.055	-0.005	0.1089	-0.0244	0.0744	-0.1233	0.0473	-0.0421	0.1161	-0.0541	-0.0279	-0.0304	-0.1316	-0.1056	0.0977	0.1269	0
-0.124	0.0563	-0.0428	-0.0719	-0.1214	-0.2636	-0.0682	0.3756	0.1363	0.0534	-0.1056	-0.2138	0.0621	0.1222	0.0966	-0.0637	-0.1595	-0.0381	0.1438	0.0933	0.1414	0.0942	-0.1044	-0.0027	0.0993	-0.1445	-0.1075	-0.1001	0.0003	-0.0098	0.1092	-0.121	0.0922	-0.2226	0.0866	0.0205	0.1825	-0.0863	0.1463	-0.2141	0.0581	-0.0819	0.2214	-0.0866	-0.0596	-0.0374	-0.1881	-0.1822	0.1936	0.1704	0
-0.0415	0.0419	-0.0523	-0.0253	-0.0527	-0.0856	-0.0375	0.1784	0.1101	0.0284	-0.0866	-0.1143	0.0256	0.0173	0.0514	-0.0366	-0.0793	-0.0236	0.0631	0.0388	0.063	0.0408	-0.0271	0.056	0.034	-0.0665	-0.0018	-0.0553	0.0227	0.0172	0.078	-0.0387	0.02	-0.0827	0.0308	-0.0025	0.0721	0.0247	0.0524	-0.0964	0.0461	-0.0077	0.0695	-0.043	-0.0486	-0.0484	-0.0889	-0.0788	0.0648	0.116	0
-0.022	0.0471	-0.038	-0.0307	-0.0649	-0.1087	-0.0334	0.1664	0.0854	0.0584	-0.0096	-0.0777	-0.0048	0.0171	0.0491	-0.0385	-0.0785	-0.0347	0.0679	0.0647	0.0595	-0.0159	-0.0618	0.0431	0.079	-0.0605	-0.0032	-0.0618	0.0335	0.0065	0.0469	-0.0307	0.0194	-0.0697	0.05	-0.0005	0.0532	0.0177	0.0262	-0.0619	0.0512	-0.0375	0.0752	-0.0225	-0.027	-0.0571	-0.0994	-0.0624	0.0685	0.1262	0
-0.1053	0.0559	-0.045	-0.0526	-0.1151	-0.2251	-0.0642	0.3169	0.1167	0.07	-0.1081	-0.1716	0.052	0.1095	0.0945	-0.068	-0.1532	-0.0335	0.1158	0.0727	0.1283	0.0789	-0.0912	0.0106	0.0925	-0.1243	-0.0757	-0.0928	0.0029	0.001	0.0957	-0.1082	0.0754	-0.1945	0.0555	-0.0063	0.1447	-0.0718	0.1258	-0.1753	0.0532	-0.0665	0.1854	-0.0891	-0.0545	-0.0264	-0.1604	-0.1662	0.16	0.151	0
-0.0819	0.0472	-0.0386	-0.0553	-0.0911	-0.1762	-0.0423	0.2757	0.1124	0.0513	-0.0856	-0.1438	0.0369	0.0887	0.0898	-0.0439	-0.1287	-0.0419	0.1068	0.0639	0.1095	0.0545	-0.0826	0.0179	0.0746	-0.1025	-0.0691	-0.0814	0.0195	-0.0113	0.0803	-0.0951	0.0563	-0.1501	0.0575	-0.0064	0.1261	-0.0493	0.1084	-0.157	0.0418	-0.0493	0.1559	-0.0628	-0.0452	-0.0336	-0.1483	-0.1271	0.1476	0.1381	0
-0.0552	0.0475	-0.0334	-0.0412	-0.0843	-0.1494	-0.0397	0.229	0.1008	0.0501	-0.0801	-0.1288	0.0402	0.0711	0.0686	-0.0497	-0.1165	-0.031	0.0847	0.0502	0.0879	0.055	-0.0772	0.0126	0.0725	-0.0868	-0.0531	-0.0738	0.0163	-0.0007	0.0763	-0.0723	0.0311	-0.1287	0.0458	-0.0202	0.1091	-0.0377	0.0923	-0.1346	0.0379	-0.0404	0.1259	-0.0575	-0.0362	-0.0217	-0.13	-0.116	0.1174	0.1301	0
-0.0681	0.0624	-0.041	-0.0483	-0.0866	-0.1673	-0.0324	0.2384	0.0987	0.0533	-0.0832	-0.1295	0.0376	0.085	0.0788	-0.0512	-0.1127	-0.0278	0.0964	0.0584	0.1011	0.0417	-0.0802	0.0205	0.0672	-0.0972	-0.068	-0.0709	0.0157	-0.0104	0.0839	-0.0923	0.0377	-0.1423	0.0519	-0.0093	0.1215	-0.0356	0.0789	-0.1514	0.0385	-0.0338	0.1292	-0.0616	-0.0396	-0.03	-0.1387	-0.1198	0.1103	0.128	0
