14.0225	-9.7715	2.6322	2.9154	-19.1144	11.5516	5.9544	-1.2058	-6.8974	9.5484	0
6.9106	-6.4434	-0.5951	4.6746	-14.8326	9.3533	10.406	1.3475	-6.7177	4.2825	0
6.2263	-9.8131	0.2817	4.2184	-18.4433	-2.1565	2.9356	1.3674	-16.709	14.0587	0
11.6231	-4.6908	5.4795	6.5163	-5.5518	11.1152	-4.7974	-2.7182	-15.1185	4.8592	0
-2.095	-11.861	1.5334	4.5897	-18.7869	1.7463	-1.6878	-2.7902	-1.7626	9.1176	0
-4.5703	-7.8968	2.1478	8.5615	-16.7515	-7.1358	2.3296	3.5956	-6.077	5.7672	0
-5.0501	-5.3395	3.6299	2.3557	-4.8675	-2.1512	4.9761	-2.0004	-4.8201	2.5635	0
10.2242	-13.5712	7.482	2.3895	-25.2914	-10.9153	2.2139	1.2578	-5.5432	3.0522	0
20.4784	-6.8633	6.45	5.2989	6.2452	5.9406	1.7939	0.3495	-9.7023	10.5384	0
6.4746	-12.6037	2.1413	7.9424	-12.5886	-8.0846	-2.5563	-3.2522	-7.8982	11.2663	0
3.2065	-9.071	4.6781	6.9186	-17.4238	-2.5956	-4.1573	-4.601	-5.5607	7.6053	0
-1.7843	-10.7961	-0.6356	5.6305	-8.6852	0.5399	1.0795	-1.9182	-4.2055	11.6585	0
8.1096	-7.8206	1.5948	4.8791	-7.1488	-1.1695	0.6719	-5.6807	-7.3321	12.6546	0
3.4664	-6.1561	3.7215	5.403	-17.5948	-3.6931	1.8503	-3.3322	-5.8916	9.0933	0
7.198	-15.1004	4.7532	5.7183	-20.7465	-5.8766	-3.2126	-1.1676	-13.1381	11.4009	0
-10.3096	-8.8791	-0.5136	4.6814	-11.8351	-5.9946	1.8921	-0.9234	-11.0871	-9.9262	0
7.0866	-13.3935	2.4875	5.7109	-7.4949	-0.8418	-2.0752	-3.2052	-5.6183	13.1049	0
5.4806	-16.765	0.5904	1.7657	-15.0048	0.6358	6.1448	1.13	-12.3748	8.8471	0
9.113	-12.8286	-0.5714	1.5491	-5.6791	-3.2105	1.32	2.9637	-6.8467	23.6898	0
17.7882	-3.1387	-3.1575	7.4323	-13.3549	-0.3371	1.8638	-4.1722	-5.9786	3.4132	0
-13.5229	-3.9728	-2.0138	5.8599	-20.9883	-4.981	-3.2421	0.9476	-2.4613	14.9762	0
-7.6609	-12.1172	5.5281	6.4874	-1.9698	-2.7613	4.6041	2.626	-10.4626	7.0322	0
-8.0009	-10.7354	-1.5342	6.3656	-19.1377	-5.4731	2.986	-0.3977	-4.7135	4.04	0
-5.4291	-10.6226	2.597	8.1245	-9.1442	-8.7169	3.0106	0.9493	-7.1565	9.6899	0
